raw_sponsor,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status,match_score,match_source,match_reason,suggested_clean,n_trials
"Merck Sharp  Dohme Corp., a subsidiary of Merck Co.,Inc",MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted,97,manual,alias match: 'merck sharp dohme' → 'MSD',MSD,2
CLINUVEL EUROPE LIMITED,Clinuvel Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'clinuvel europe limited' → 'Clinuvel Pharmaceuticals',Clinuvel Pharmaceuticals,2
IMEA,IMEA,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'imea' → 'IMEA',IMEA,2
Almirall,Almirall,Almirall S.A.,Almirall S.A.,industry,accepted,99,llm_reviewed,alias match: 'almirall' → 'Almirall',Almirall,2
Canisius Wilhelmina Ziekenhuis,Canisius Wilhelmina Hospital,NA,NA,NA,accepted,94,ctis_businesskey,alias match: 'canisius wilhelmina ziekenhuis' → 'Canisius Wilhelmina Hospital',Canisius Wilhelmina Hospital,2
"OncXerna Therapeutics, Inc.",OncXerna Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'oncxerna therapeutics inc' → 'OncXerna Therapeutics',OncXerna Therapeutics,2
RhoVac ApS,RhoVac,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'rhovac aps' → 'RhoVac',RhoVac,2
Affimed GmbH,Affimed,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'affimed gmbh' → 'Affimed',Affimed,2
Lead Chemical Company Ltd,Lead Chemical Company,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'lead chemical company ltd' → 'Lead Chemical Company',Lead Chemical Company,2
Asarina Pharma ApS,Asarina Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'asarina pharma aps' → 'Asarina Pharma',Asarina Pharma,2
Estetra SRL,Estetra SPRL,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'estetra srl' → 'Estetra SPRL',Estetra SPRL,2
Cynata Therapeutics Limited,Cynata Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cynata therapeutics limited' → 'Cynata Therapeutics',Cynata Therapeutics,2
"Verastem, Inc.",Verastem,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'verastem inc' → 'Verastem',Verastem,2
Associazione Chirurghi Ospedalieri Italiani,Associazione Chirurghi Ospedalieri Italiani,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'associazione chirurghi ospedalieri italiani' → 'Associazione Chirurghi Ospedalieri Italiani',Associazione Chirurghi Ospedalieri Italiani,2
Oxurion NV,Oxurion,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'oxurion nv' → 'Oxurion',Oxurion,2
Ascelia Pharma AB,Ascelia Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ascelia pharma ab' → 'Ascelia Pharma',Ascelia Pharma,2
HOSPITAL UNIVERSITARI DE BELLVITGE- IDIBELL,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,95,final_family_map,entity-family match: universitari bellvitge idibell hospital → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,2
Topas Therapeutics GmbH,Topas Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'topas therapeutics gmbh' → 'Topas Therapeutics',Topas Therapeutics,2
Medica Scientia Innovation Research S.L. MEDSIR,Medica Scientia Innovation Research MedSIR,NA,NA,unknown,accepted,99,manual,alias match: 'medica scientia innovation research s l medsir' → 'Medica Scientia Innovation Research MedSIR',Medica Scientia Innovation Research MedSIR,2
Franciscus Gasthuis  Vlietland,Franciscus Gasthuis Vlietland,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'franciscus gasthuis vlietland' → 'Franciscus Gasthuis Vlietland',Franciscus Gasthuis Vlietland,2
Center for Clinical Metabolic Research at Herlev-Gentofte Hospital,NA,NA,NA,NA,review,92,final_family_map,ambiguous entity-family match: clinical metabolic herlev gentofte hospital,Center For Clinical Metabolic Research At Herlev-Gentofte Hospital,2
INSERM ANRS,ANRS,ANRS,ANRS,public_body,accepted,97,manual,alias match: 'anrs' → 'ANRS',ANRS,2
Deutsche Diabetes Forschungsgesellschaft e.V.,Deutsche Diabetes Forschungsgesellschaft e.V.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'deutsche diabetes forschungsgesellschaft e v' → 'Deutsche Diabetes Forschungsgesellschaft e.V.',Deutsche Diabetes Forschungsgesellschaft e.V.,2
Fundacin Instituto de Investigacin Sanitaria Aragn,Instituto de Investigacin Sanitaria La Fe,NA,NA,unknown,accepted,95,final_family_map,entity-family match: fundacin investigacin sanitaria aragn institute → 'Instituto de Investigacin Sanitaria La Fe',Instituto de Investigacin Sanitaria La Fe,2
Amryt Research Ltd.,Amryt Research,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'amryt research ltd' → 'Amryt Research',Amryt Research,2
"Mitsubishi Tanabe Pharma Development America, Inc.",Mitsubishi Tanabe Pharma Development America,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'mitsubishi tanabe pharma development america inc' → 'Mitsubishi Tanabe Pharma Development America',Mitsubishi Tanabe Pharma Development America,2
PolyPid Ltd.,Polypid,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'polypid ltd' → 'Polypid',Polypid,2
"Department of Hepatology and Gastroenterology, Aarhus University Hospital",Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,accepted,99,manual,alias match: 'department of hepatology and gastroenterology aarhus university hospital' → 'Aarhus University Hospital',Aarhus University Hospital,2
"Kissei Pharmaceutical Co., Ltd.",Kissei Pharmaceutical Co.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'kissei pharmaceutical co ltd' → 'Kissei Pharmaceutical Co.',Kissei Pharmaceutical Co.,2
Institut fr Klinische Krebsforschung IKF GmbH,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'institut fr klinische krebsforschung ikf gmbh' → 'Institut fuer Klinische Krebsforschung IKF GmbH',Institut fuer Klinische Krebsforschung IKF GmbH,2
Hull University Teaching Hospitals NHS Trust,Hull University Teaching Hospitals NHS Trust,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'hull university teaching hospitals nhs trust' → 'Hull University Teaching Hospitals NHS Trust',Hull University Teaching Hospitals NHS Trust,2
Applied Therapeutics Inc.,Applied Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'applied therapeutics inc' → 'Applied Therapeutics',Applied Therapeutics,2
"Phathom Pharmaceuticals, Inc.",Phathom Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'phathom pharmaceuticals inc' → 'Phathom Pharmaceuticals',Phathom Pharmaceuticals,2
"Kezar Life Sciences, Inc.",Kezar Life Sciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'kezar life sciences inc' → 'Kezar Life Sciences',Kezar Life Sciences,2
Integrative Research Laboratories Sweden AB IRLAB,Integrative Research Laboratories Sweden AB IRLAB,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'integrative research laboratories sweden ab irlab' → 'Integrative Research Laboratories Sweden AB IRLAB',Integrative Research Laboratories Sweden AB IRLAB,2
Olainfarm AS,Olainfarm,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'olainfarm as' → 'Olainfarm',Olainfarm,2
"Sage Therapeutics, Inc.",Sage Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'sage therapeutics inc' → 'Sage Therapeutics',Sage Therapeutics,2
Pliant Therapeutics Inc.,Pliant Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'pliant therapeutics inc' → 'Pliant Therapeutics',Pliant Therapeutics,2
CHRU DE NANCY,CHU de Nancy,NA,NA,hospital,accepted,95,final_family_map,entity-family match: nancy hospital → 'CHU de Nancy',CHU de Nancy,2
Fundacin para la Investigacin y la Innovacin Biosanitaria del Principado de Asturias FINBA,Fundacin para la Investigacin y la Innovacin Biosanitaria del Principado de Asturias FINBA,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'fundacin para la investigacin y la innovacin biosanitaria del principado de asturias finba' → 'Fundacin para la Investigacin y la Innovacin Biosanitaria del Principado de Asturias FINBA',Fundacin para la Investigacin y la Innovacin Biosanitaria del Principado de Asturias FINBA,2
Aquilon Pharmaceuticals,Aquilon Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'aquilon pharmaceuticals' → 'Aquilon Pharmaceuticals',Aquilon Pharmaceuticals,2
Ovid Therapeutics Inc.,Ovid Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ovid therapeutics inc' → 'Ovid Therapeutics',Ovid Therapeutics,2
AZIENDA OSPEDALIERO-UNIVERSITARIA OSPEDALI RIUNITI DI ANCONA,Azienda Ospedaliero-Universitaria Ospedali Riuniti di Ancona,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'azienda ospedaliero-universitaria ospedali riuniti di ancona' → 'Azienda Ospedaliero-Universitaria Ospedali Riuniti di Ancona',Azienda Ospedaliero-Universitaria Ospedali Riuniti di Ancona,2
"Dermira, a wholly owned subsidiary of Eli Lilly and Company",Dermira,NA,NA,industry,accepted,99,llm_reviewed,alias match: 'dermira a wholly owned subsidiary of eli lilly and company' → 'Dermira',Dermira,2
"Service de Neurologie, CHU Lige",Centre Hospitalier Universitaire de Liège,NA,NA,hospital,accepted,99,manual,alias match: 'service de neurologie chu lige' → 'Centre Hospitalier Universitaire de Liège',Centre Hospitalier Universitaire de Liège,2
"IMARA, Inc.",Imara,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'imara inc' → 'Imara',Imara,2
Amsterdam University Medical Center - location VU Medical Center,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,hospital,accepted,99,manual,alias match: 'amsterdam university medical center - location vu medical center' → 'Amsterdam UMC',Amsterdam UMC,2
University Hospitals Plymouth NHS Trust,University of Plymouth,NA,NA,hospital,accepted,95,final_family_map,entity-family match: plymouth hospital → 'University of Plymouth',University of Plymouth,2
Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster NHS Foundation Trust,NA,NA,hospital,accepted,95,final_family_map,entity-family match: chelsea westminster hospital → 'Chelsea and Westminster NHS Foundation Trust',Chelsea and Westminster NHS Foundation Trust,2
VALL HEBRON UNIVERSITY HOSPITAL,Hospital Universitari Vall d'Hebron,NA,NA,hospital,accepted,99,manual,alias match: 'vall hebron university hospital' → 'Hospital Universitari Vall d'Hebron',Hospital Universitari Vall d'Hebron,2
Blue Earth Diagnostics Ireland Ltd.,Blue Earth Diagnostics Ireland,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'blue earth diagnostics ireland ltd' → 'Blue Earth Diagnostics Ireland',Blue Earth Diagnostics Ireland,2
Gyroscope Therapeutics Ltd.,Gyroscope Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'gyroscope therapeutics ltd' → 'Gyroscope Therapeutics',Gyroscope Therapeutics,2
Rhizen Pharmaceuticals SA,Rhizen Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'rhizen pharmaceuticals sa' → 'Rhizen Pharmaceuticals',Rhizen Pharmaceuticals,2
Imago BioSciences Inc.,Imago BioSciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'imago biosciences inc' → 'Imago BioSciences',Imago BioSciences,2
TheraOp gGmbH,TheraOp gGmbH,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'theraop ggmbh' → 'TheraOp gGmbH',TheraOp gGmbH,2
University of Zagreb School of Medicine,University of Zagreb School of Medicine,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'university of zagreb school of medicine' → 'University of Zagreb School of Medicine',University of Zagreb School of Medicine,2
Lupin Europe GmbH,Lupin,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'lupin europe gmbh' → 'Lupin',Lupin,2
HUS Helsinki University Hospital,HUS - Helsinki University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: hus helsinki hospital → 'HUS - Helsinki University Hospital',HUS - Helsinki University Hospital,2
Haaglanden Medisch Centrum,Haaglanden Medisch Centrum,NA,NA,unknown,accepted,95,final_family_map,entity-family match: haaglanden hospital → 'Haaglanden Medisch Centrum',Haaglanden Medisch Centrum,2
Rigshospitalet Glostrup,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted,98,manual,alias match: 'rigshospitalet' → 'Rigshospitalet',Rigshospitalet,2
WPD Pharmaceuticals Sp. z o.o.,WPD Pharmaceuticals Sp. z o.o.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'wpd pharmaceuticals sp z o o' → 'WPD Pharmaceuticals Sp. z o.o.',WPD Pharmaceuticals Sp. z o.o.,2
"Dipartimento di Medicina-DIMED, universit di Padova",Azienda Ospedaliera di Padova,NA,NA,hospital,accepted,99,manual,alias match: 'dipartimento di medicina-dimed universit di padova' → 'Azienda Ospedaliera di Padova',Azienda Ospedaliera di Padova,2
Consorci Sanitari Integral,Consorci Sanitari Integral,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'consorci sanitari integral' → 'Consorci Sanitari Integral',Consorci Sanitari Integral,2
"Mitsubishi Tanabe Pharma Development America MTDA, Inc.",Mitsubishi Tanabe Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'mitsubishi tanabe pharma development america mtda inc' → 'Mitsubishi Tanabe Pharma',Mitsubishi Tanabe Pharma,2
Institut National de la Sant et de la Recherche Mdicale INSERM,Inserm,NA,NA,public_body,accepted,90,ctis_businesskey,alias match: 'inserm' → 'Inserm',Inserm,2
Anavex Germany GmbH,Anavex Life Sciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'anavex germany gmbh' → 'Anavex Life Sciences',Anavex Life Sciences,2
Janssen Sciences Ireland Unlimited Company,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,unknown,accepted,95,manual,alias match: 'janssen' → 'Janssen-Cilag International',Janssen-Cilag International,2
Biophytis,Biophytis,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'biophytis' → 'Biophytis',Biophytis,2
Alexion Pharmaceuticals,Alexion,AstraZeneca,AstraZeneca,industry,accepted,99,manual,alias match: 'alexion pharmaceuticals' → 'Alexion',Alexion,2
CHU de Lille,Centre Hospitalier Universitaire de Lille,NA,NA,hospital,accepted,95,final_family_map,entity-family match: lille hospital → 'Centre Hospitalier Universitaire de Lille',Centre Hospitalier Universitaire de Lille,2
GeNeuro Innovation SAS,GeNeuro Innovation,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'geneuro innovation sas' → 'GeNeuro Innovation',GeNeuro Innovation,2
NewAmsterdam Pharma BV,NewAmsterdam Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'newamsterdam pharma bv' → 'NewAmsterdam Pharma',NewAmsterdam Pharma,2
Groupe Hospitalier Paris Saint-Joseph,Groupe Hospitalier Paris Saint-Joseph,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'groupe hospitalier paris saint-joseph' → 'Groupe Hospitalier Paris Saint-Joseph',Groupe Hospitalier Paris Saint-Joseph,2
Hospital Universitario Fundacin Alcorcn,Fundación Hospital Alcorcón,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'hospital universitario fundacin alcorcn' → 'Fundación Hospital Alcorcón',Fundación Hospital Alcorcón,2
Hutchison MediPharma Limited,Hutchison MediPharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'hutchison medipharma limited' → 'Hutchison MediPharma',Hutchison MediPharma,2
"Mersana Therapeutics, Inc.",Mersana Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'mersana therapeutics inc' → 'Mersana Therapeutics',Mersana Therapeutics,2
Academisch ziekenhuis Maastricht,Maastricht University Medical Center+,NA,NA,unknown,accepted,94,ctis_businesskey,alias match: 'academisch ziekenhuis maastricht' → 'Maastricht University Medical Center+',Maastricht University Medical Center+,2
University Hospitals Bristol and Weston NHS Foundation Trust,University Hospitals Bristol and Weston NHS Foundation Trust,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'university hospitals bristol and weston nhs foundation trust' → 'University Hospitals Bristol and Weston NHS Foundation Trust',University Hospitals Bristol and Weston NHS Foundation Trust,2
"Lumos Pharma, Inc.",Lumos Pharma,NA,NA,NA,accepted,94,ctis_businesskey,alias match: 'lumos pharma inc' → 'Lumos Pharma',Lumos Pharma,2
"Catalyst Biosciences, Inc.",Catalyst Biosciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'catalyst biosciences inc' → 'Catalyst Biosciences',Catalyst Biosciences,2
NERVIANO MEDICAL SCIENCES SRL,Nerviano Medical Sciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'nerviano medical sciences srl' → 'Nerviano Medical Sciences',Nerviano Medical Sciences,2
CHRU Nancy,CHU de Nancy,NA,NA,hospital,accepted,95,final_family_map,entity-family match: nancy hospital → 'CHU de Nancy',CHU de Nancy,2
"FUNDACIN FLS DE LUCHA CONTRA EL SIDA, LAS ENFERMEDADES INFECCIOSAS Y LA PROMOCIN DE LA SALUD Y LA CIENCIA",Fundacion Fls De Lucha Contra El Sida Las Enfermedades Infecciosas Y La Promocion De La Salud Y La C,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'fundacin fls de lucha contra el sida las enfermedades infecciosas y la promocin de la salud y la ciencia' → 'Fundacion Fls De Lucha Contra El Sida Las Enfermedades Infecciosas Y La Promocion De La Salud Y La C',Fundacion Fls De Lucha Contra El Sida Las Enfermedades Infecciosas Y La Promocion De La Salud Y La C,2
mAbxience Research S.L.,mAbxience Research,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'mabxience research s l' → 'mAbxience Research',mAbxience Research,2
Oramed Ltd.,Oramed Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'oramed ltd' → 'Oramed Pharmaceuticals',Oramed Pharmaceuticals,2
Sanofi Aventis Recherche  Developpement,Sanofi,Sanofi,Sanofi,industry,accepted,97,manual,alias match: 'sanofi' → 'Sanofi',Sanofi,2
FFIS,Fundación para la Formación e Investigación Sanitarias de la Región de Murcia,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'ffis' → 'Fundación para la Formación e Investigación Sanitarias de la Región de Murcia',Fundación para la Formación e Investigación Sanitarias de la Región de Murcia,2
Sociedad Espaola de Farmacia Hospitalaria,Sociedad Espaola de Farmacia Hospitalaria,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'sociedad espaola de farmacia hospitalaria' → 'Sociedad Espaola de Farmacia Hospitalaria',Sociedad Espaola de Farmacia Hospitalaria,2
Hpital Fondation Adolphe de Rothschild,Hpital Fondation Adolphe de Rothschild,NA,NA,foundation,accepted,95,final_family_map,entity-family match: adolphe rothschild hospital → 'Hpital Fondation Adolphe de Rothschild',Hpital Fondation Adolphe de Rothschild,2
Amyndas Pharmaceuticals S.A.,Amyndas Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'amyndas pharmaceuticals s a' → 'Amyndas Pharmaceuticals',Amyndas Pharmaceuticals,2
Barcelona Institute for Global Health ISGlobal,ISGlobal,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'barcelona institute for global health isglobal' → 'ISGlobal',ISGlobal,2
Justus-Liebig-University Gieen,Justus-Liebig-Universität Gießen,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'justus-liebig-university gieen' → 'Justus-Liebig-Universität Gießen',Justus-Liebig-Universität Gießen,2
IDIVAL Instituto de Investigacin Sanitaria Valdecilla,Instituto de Investigacin Sanitaria La Fe,NA,NA,unknown,accepted,95,final_family_map,entity-family match: idival investigacin sanitaria valdecilla institute → 'Instituto de Investigacin Sanitaria La Fe',Instituto de Investigacin Sanitaria La Fe,2
Maxima MC,Máxima Medisch Centrum,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'maxima mc' → 'Máxima Medisch Centrum',Máxima Medisch Centrum,2
Rennes University Hospital,CHU de Rennes,NA,NA,hospital,accepted,99,manual,alias match: 'rennes university hospital' → 'CHU de Rennes',CHU de Rennes,2
Gesynta Pharma AB,Gesynta Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'gesynta pharma ab' → 'Gesynta Pharma',Gesynta Pharma,2
"PTC THERAPEUTICS, INC.",PTC Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ptc therapeutics inc' → 'PTC Therapeutics',PTC Therapeutics,2
Fundaci Clinic per a la Recerca Biomdica FCRB,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'fundaci clinic per a la recerca biomdica fcrb' → 'Fundació Clínic per a la Recerca Biomèdica',Fundació Clínic per a la Recerca Biomèdica,2
