brand_name_clean,substance_clean
amitriptyline hydrochloride component of etrafon-a,amitriptyline hydrochloride
amitriptyline hydrochloride component of limbitrol,amitriptyline hydrochloride
amitriptyline hydrochloride component of limbitrol ds,amitriptyline hydrochloride
amivantamab,amivantamab
amix 125,amoxicillin
amix 250,amoxicillin
amix 500,amoxicillin
amlexanox,amlexanox
amlintide,amlintide
amlisimod,amlisimod
amlitelimab,amlitelimab
amlodipine,amlodipine
amlodipine / valsartan mylan,amlodipine besilate;valsartan
amlodipine besylate,amlodipine besylate
amlodipine besylate component of amlessa,amlodipine besylate
amlodipine besylate component of amturnide,amlodipine besylate
amlodipine besylate component of azor,amlodipine besylate
amlodipine besylate component of caduet,amlodipine besylate
amlodipine besylate component of consensi,amlodipine besylate
amlodipine besylate component of copalia,amlodipine besylate
amlodipine besylate component of dafiro amlodipine besilate,amlodipine besylate
amlodipine besylate component of dafiro-hct amlodipine besilate,amlodipine besylate
amlodipine besylate component of exforge,amlodipine besylate
amlodipine besylate component of exforge amlodipine besilate,amlodipine besylate
amlodipine besylate component of exforge hct,amlodipine besylate
amlodipine besylate component of exforge-hct amlodipine besilate,amlodipine besylate
amlodipine besylate component of imprida amlodipine besilate,amlodipine besylate
amlodipine besylate component of imprida-hct amlodipine besilate,amlodipine besylate
amlodipine besylate component of lotrel,amlodipine besylate
amlodipine besylate component of onduarp,amlodipine besylate
amlodipine besylate component of prestalia,amlodipine besylate
amlodipine besylate component of tekamlo,amlodipine besylate
amlodipine besylate component of tribenzor,amlodipine besylate
amlodipine besylate component of twynsta,amlodipine besylate
amlodipine maleate,amlodipine maleate
ammivin,khellin
ammonaps,sodium phenylbutyrate
ammonia n 13,ammonia n 13
ammonium chloride,ammonium chloride
ammonium lactate,ammonium lactate
ammophyllin,aminophylline
amnesteem,isotretinoin
amnestrogen,"estrogens, esterified"
amnivent-225 sr,aminophylline
amnivent-350 sr,aminophylline
amolimogene bepiplasmid,amolimogene bepiplasmid
amonafide,amonafide
amondys 45,casimersen
amonidron,guaifenesin
amopen,amoxicillin
amophotericin b,amphotericin b
amoram,amoxicillin
amoride,amiloride hydrochloride
amorolfine,amorolfine
amosene,meprobamate
amoxapine,amoxapine
amoxi-inject,amoxicillin
amoxi-tabs,amoxicillin
amoxicillin,amoxicillin
amoxicillin component of augmentin,amoxicillin
amoxicillin component of clavulox trihydrate,amoxicillin
amoxicillin component of prevpac,amoxicillin
amoxicillin component of talicia,amoxicillin
amoxicillin pediatric,amoxicillin
amoxident 250,amoxicillin
amoxident 500,amoxicillin
amoxil,amoxicillin
amoxil fiztab,amoxicillin
amoxil sf,amoxicillin
amoxymed,amoxicillin
amp equine,ampicillin sodium
amphecloral,amphecloral
amphero xl,venlafaxine
amphetamine adipate component of delcobese,amphetamine adipate
amphetamine aspartate component of mydayis,amphetamine aspartate
amphetamine sulfate,amphetamine sulfate
amphetamine sulfate component of delcobese,amphetamine sulfate
amphetamine sulfate component of mydayis,amphetamine sulfate
amphicol,chloramphenicol
ampho-moronal,amphotericin b
amphomycin,amphomycin
amphotec,amphotericin b
amphotercin b,amphotericin b
amphotericin b,amphotericin b
amphotericitin b,amphotericin b
amphotreicin b,amphotericin b
ampicillin,ampicillin
ampicillin sodium,ampicillin sodium
ampicillin sodium component of unasyn,ampicillin sodium
ampicillin trihydrate,ampicillin
ampilar,ampicillin
ampligen,rintatolimod
ampotericin b,amphotericin b
ampreloxetine,ampreloxetine
ampreloxetine hydrochloride,ampreloxetine hydrochloride
amprenavir,amprenavir
ampres,chloroprocaine hydrochloride
ampyra,dalfampridine
ampyra extended release,dalfampridine
amquinate,amquinate
amrinone,inamrinone
amrinone lactate,inamrinone lactate
amrit,amoxicillin
amrix,cyclobenzaprine hydrochloride
amrubicin hydrochloride,amrubicin hydrochloride
amsacrine,amsacrine
amsidyl,amsacrine
amsparity,adalimumab
amtagvi,lifileucel
amubarvimab,amubarvimab
amuvatinib,amuvatinib
amvaz,amlodipine maleate
amversio,betaine
amvuttra,vutrisiran sodium
amyben,amiodarone hydrochloride
amylopectin,amylopectin
amylozine,trifluoperazine
amytal,amobarbital
amytal sodium,amobarbital sodium
amyvid,florbetapir (18f)
amzeeq,minocycline hydrochloride
amzoate,sodium benzoate
an 1,amfetaminil
an-dtpa,technetium tc 99m pentetate
an-maa,technetium tc 99m albumin aggregated
an-sulfur colloid,technetium tc 99m sulfur colloid
an-sulfur colloid kit,technetium tc 99m sulfur colloid
ana-guard,epinephrine
ana-kit,epinephrine
anabact,metronidazole
anacetrapib,anacetrapib
anadin all night,aspirin
anadin joint pain,ibuprofen
anadin liquifast,ibuprofen
anadin period pain relief,ibuprofen
anadin ultra,ibuprofen
anadrol-50,oxymetholone
anadron,nilutamide
anaflex,polynoxylin
anafranil,clomipramine hydrochloride
anafranil sr,clomipramine hydrochloride
anagestone acetate,anagestone acetate
anagrelide,anagrelide
anagrelide hydrochloride,anagrelide hydrochloride
anagrelide mylan,anagrelide hydrochloride
anagrelide viatris (previously anagrelide mylan),anagrelide hydrochloride
anakinra,anakinra
anamorelin hydrochloride,anamorelin hydrochloride
anamycin,erythromycin ethylsuccinate
ananase,bromelains
anapen,epinephrine
anaphylactic shock drug kit,epinephrine
anapolon 50,oxymetholone
anaprilin,propranolol hydrochloride
anaprox,naproxen sodium
anaprox ds,naproxen sodium
anaritide,anaritide acetate
anaritide acetate,anaritide acetate
anastrozole,anastrozole
anatropin,anagestone acetate
anavar,oxandrolone
anavex,blarcamesine
anazolene sodium,anazolene sodium
ancef,cefazolin sodium
ancestim,ancestim
ancoban,flucytosine
ancobon,flucytosine
ancoloxin,meclizine hydrochloride
ancotil,flucytosine
ancremonam,ancremonam
ancriviroc,ancriviroc
ancrod,ancrod
ancyte,piposulfan
andecaliximab,andecaliximab
andembry,garadacimab
andexanet alfa,andexanet alfa
andrews,magnesium carbonate
andriol,testosterone undecanoate
andro-cyp,testosterone cypionate
androcur,cyproterone acetate
androcur 10,cyproterone acetate
androderm,testosterone
androgel,testosterone
androgel 1%,testosterone
android,methyltestosterone
android 10,methyltestosterone
android 25,methyltestosterone
android 5,methyltestosterone
android-f,fluoxymesterone
andropatch,testosterone
androxal,enclomiphene citrate
androxy,fluoxymesterone
anecortave acetate,anecortave acetate
anectine,succinylcholine chloride
anekain,bupivacaine
anergan 25,promethazine hydrochloride
anestacon,lidocaine hydrochloride
anethaine,tetracaine hydrochloride
anexate,flumazenil
anflam,hydrocortisone
angettes 75,aspirin
angex,lidoflazine
angeze 10,isosorbide mononitrate
angeze 20,isosorbide mononitrate
angeze 40,isosorbide mononitrate
angeze sr 40,isosorbide mononitrate
angeze sr 60,isosorbide mononitrate
angiers,acetaminophen
angilol,propranolol hydrochloride
angio-conray,iothalamate sodium
angiomab,mu-bc-1
angiomax,bivalirudin
angiomax rtu,bivalirudin
angiopine 10,nifedipine
angiopine 40 la,nifedipine
angiopine 5,nifedipine
angiopine mr 10,nifedipine
angiopine mr 20,nifedipine
angiotensin amide,angiotensin amide
angiotensin ii,angiotensin ii
angiotensin ii acetate,angiotensin ii acetate
angiotensinamide,angiotensin amide
angiovist 282,diatrizoate meglumine
angiox,bivalirudin
angiozem 60,diltiazem hydrochloride
angiozem cr 120,diltiazem hydrochloride
angiozem cr 90,diltiazem hydrochloride
angitak,isosorbide dinitrate
angitate,isosorbide mononitrate
angitil sr 120,diltiazem hydrochloride
angitil sr 180,diltiazem hydrochloride
angitil sr 90,diltiazem hydrochloride
angitil xl 240,diltiazem hydrochloride
angitil xl 300,diltiazem hydrochloride
anglian,cetrimide
anhydrol fte,aluminum chloride
anhydron,cyclothiazide
anidoxime,anidoxime
anidulafungin,anidulafungin
aniflazym,serrapeptase
anifrolumab,anifrolumab
aniracetam,aniracetam
anirolac,anirolac
anisotropine methylbromide,anisotropine methylbromide
anistreplase,anistreplase
anitocabtagene autoleucel,anitocabtagene autoleucel
anitrazafen,anitrazafen
anivamersen,anivamersen
anjeso,meloxicam
anktiva,nogapendekin alfa inbakicept
anodesyn,lidocaine hydrochloride
anoheal,diltiazem hydrochloride
anoro ellipta (previously anoro),umeclidinium bromide;vilanterol trifenatate
anpocogin,anpocogin
anquil,benperidol
anrukinzumab,anrukinzumab
ansaid,flurbiprofen
anselamimab,anselamimab
ansolysen,pentolinium tartrate
anspor,cephradine
ansuvimab,ansuvimab
antabuse,disulfiram
antadol,phenylbutazone
antagonate,chlorpheniramine maleate
antalgin,racemorphan
antara,fenofibrate
antara (micronized),fenofibrate
antaz hcl,antazoline hydrochloride
antaz sulf,antazoline
antazoline phosphate component of vasocon-a,antazoline phosphate
antemin,dimenhydrinate
antepar,piperazine
antepsin,sucralfate
anthelcide eq,oxibendazole
anthelmycin,anthelmycin
anthim,obiltoxaximab
anthisan plus,benzocaine
anthra-derm,anthralin
anthramycin,anthramycin
anti-lewisite,dimercaprol
antidotum-thallii-heyl,prussian blue insoluble
antihistamine,terfenadine
antipressan,atenolol
antisedan,atipamezole
antistin-privine,naphazoline hydrochloride
antithrombin alfa,antithrombin alfa
antitussive,diphenhydramine hydrochloride
antivert,meclizine hydrochloride
antizol,fomepizole
antova,ruplizumab
antra,omeprazole
antraderm,anthralin
antrenyl,oxyphenonium bromide
antril,anakinra
anturan,sulfinpyrazone
anturane,sulfinpyrazone
anucort-hc,hydrocortisone
anugesic hc,hydrocortisone
anumigilimab,anumigilimab
anusol,zinc oxide
anusol hc,hydrocortisone
anusol plus hc,hydrocortisone
anusol soothing relief,hydrocortisone
anusol-hc,hydrocortisone
anvatabart opadotin,anvatabart opadotin
anvatabart opafidotin,anvatabart opadotin
anvatabart pactil,anvatabart pactil
anxon,ketazolam
anzemet,dolasetron mesylate
anzupgo,delgocitinib
anzurstobart,anzurstobart
aotal,acamprosate
apabetalone,apabetalone
apadamtase alfa,apadamtase alfa
apadenoson,apadenoson
apafant,apafant
apatorsen,apatorsen
apaxifylline,apaxifylline
apaziquone,apaziquone
apazone,apazone
apealea,paclitaxel
apercap,peppermint oil
apex,methoprene
apexelsin,paclitaxel
aphexda,motixafortide acetate
aphthasol,amlexanox
apidra,insulin glulisine
apilimod mesylate,apilimod mesylate
apimostinel,apimostinel
apinocaltamide,apinocaltamide
apiquel,aminorex
apisate,diethylpropion hydrochloride
apitegromab,apitegromab
apitolisib,apitolisib
apixaban,apixaban
apixaban accord,apixaban
aplaviroc hydrochloride,aplaviroc hydrochloride
aplenzin,bupropion hydrobromide
aplidin,plitidepsin
aplindore fumarate,aplindore fumarate
apo-go,apomorphine hydrochloride
apo-go pen,apomorphine hydrochloride
apo-go pfs,apomorphine hydrochloride
apo-hydro,hydrochlorothiazide
apogen,gentamicin sulfate
apokyn,apomorphine hydrochloride
apolizumab,apolizumab
apomab,apomab
apomorph hcl,apomorphine hydrochloride
aponvie,aprepitant
apoquel,oclacitinib maleate
apotone,he3235
apozepam,diazepam
apraclonidine,apraclonidine
apraclonidine hydrochloride,apraclonidine hydrochloride
apramycin,apramycin
apratastat,apratastat
apremilast,apremilast
apremilast accord,apremilast
apremilast viatris,apremilast
aprepitant,aprepitant
apresoline,hydralazine hydrochloride
apretude,cabotegravir
apricoxib,apricoxib
aprindine,aprindine
aprinox,bendroflumethiazide
apriso,mesalamine
aprocitentan,aprocitentan
aprotinin,aprotinin
aprovel,irbesartan
apsifen,ibuprofen
apsifen-f,ibuprofen
apsolol,propranolol hydrochloride
apsolox,oxprenolol hydrochloride
apstil,diethylstilbestrol
aptensio xr,methylphenidate hydrochloride
aptiom,eslicarbazepine acetate
aptivus,tipranavir
aqneursa,l-acetylleucine
aqsia (balanced salt soln),sodium chloride
aqua-cool,menthol
aquacil,amoxicillin
aquadrate,urea
aquagen,estradiol
aquamed,furosemide
aquamephyton,phytonadione
aquaphyllin,theophylline
aquasept,triclosan
aquasol a,vitamin a palmitate
aquasol e,vitamin e
aquasoothe,menthol
aquatag,benzthiazide
aquatensen,methyclothiazide
aquavan,fospropofol disodium
aquex,clopamide
aquilda,satavaptan
aquipta,atogepant
aqumeldi,enalapril (maleate)
arakoda,tafenoquine succinate
aralen,chloroquine phosphate
aralen hydrochloride,chloroquine hydrochloride
aramine,metaraminol bitartrate
aranesp,darbepoetin alfa
aranesp sureclick,darbepoetin alfa
aranotin,aranotin
arava,leflunomide
arazlo,tazarotene
arbaclofen,arbaclofen
arbaclofen placarbil,arbaclofen placarbil
arbaprostil,arbaprostil
arbil mr,carbamazepine
arbralene,metoprolol tartrate
arbutamine,arbutamine
arbutamine hydrochloride,arbutamine hydrochloride
arcalyst,rilonacept
arcapta neohaler,indacaterol maleate
arcelis,rocapuldencel-t
arcitumomab,arcitumomab
arclofenin,arclofenin
arcoxia,etoricoxib
ardenermin,ardenermin
ardeparin sodium,ardeparin sodium
ardern,glucosamine hydrochloride
arduan,pipecuronium bromide
aredia,pamidronate disodium
arelix,piretanide
aremis,sertraline hydrochloride
arepanrix,"split influenza virus, inactivated, containing antigen*: a/california/7/2009 (h1n1)v like strain (x-179a)*propagated in eggs."
arestin,minocycline hydrochloride
arestocaine hydrochloride,mepivacaine hydrochloride
arexvy,respiratory syncytial virus pre-fusion glycoprotein f
arfolitixorin,arfolitixorin
arfonad,trimethaphan camsylate
arformoterol tartrate,arformoterol tartrate
argatroban,argatroban
argatroban in dextrose,argatroban
argatroban in sodium chloride,argatroban
arginine glutamate,arginine glutamate
arginine hydrochloride,arginine hydrochloride
argipressin,argipressin tannate
argipressin tannate,argipressin tannate
arhalofenate,arhalofenate
aricept,donepezil hydrochloride
aricept evess,donepezil hydrochloride
aricept odt,donepezil hydrochloride
ariclaim,duloxetine
aridol kit,mannitol
arikayce,amikacin sulfate
arikayce kit,amikacin sulfate
arikayce liposomal,amikacin sulfate
arildone,arildone
arimidex,anastrozole
arimoclomol,arimoclomol
arimoclomol citrate,arimoclomol citrate
aripiprazole,aripiprazole
aripiprazole accord,aripiprazole
aripiprazole lauroxil,aripiprazole lauroxil
aripiprazole mylan,aripiprazole
aripiprazole mylan pharma (previously aripiprazole pharmathen),aripiprazole
aripiprazole sandoz,aripiprazole
aripiprazole zentiva,aripiprazole
aristada,aripiprazole lauroxil
aristada initio kit,aripiprazole lauroxil
aristocort,triamcinolone
aristocort a,triamcinolone acetonide
aristogel,triamcinolone acetonide
aristospan,triamcinolone hexacetonide
arixtra,fondaparinux sodium
arjun,menthol
arkolamyl,olanzapine
arlacel 80,sorbitan monooleate
arlacel 85,sorbitan trioleate
arlef,flufenamic acid
arlocabtagene autoleucel,arlocabtagene autoleucel
armidexan,iron dextran
armisarte (previously pemetrexed actavis),pemetrexed diacid monohydrate
armodafinil,armodafinil
armonair digihaler,fluticasone propionate
armonair respiclick,fluticasone propionate
arnuity ellipta,fluticasone furoate
arofylline,arofylline
aromasin,exemestane
aropax,paroxetine hydrochloride
arovit,retinol
aroxybutynin component of ad-109,aroxybutynin
arpicolin,procyclidine hydrochloride
arpimycin,erythromycin ethylsuccinate
arpocox,arprinocid
arprinocid,arprinocid
arranon,nelarabine
arret,loperamide hydrochloride
arrx,azd-5312
arsenic trioxide,arsenic trioxide
arsenic trioxide accord,arsenic trioxide
arsenic trioxide medac,arsenic trioxide
arsenic trioxide mylan,arsenic trioxide
arsumax,artesunate
artane,trihexyphenidyl hydrochloride
arteflene,arteflene
artegraft,artegraft
artelac,hypromellose
artelac sdu,hypromellose
artemether,artemether
artemether component of coartem,artemether
artemetheri,artemether
artenimol,artenimol
artenimol component of eurartesim dihydroartemisinin,artenimol
artesunate,artesunate
artesunate amivas,artesunate
artex,tertatolol
arthricox,firocoxib
arthrofen 200,ibuprofen
arthrofen 400,ibuprofen
arthrofen 600,ibuprofen
arthronac,diclofenac sodium
arthrosin 250,naproxen
arthrosin 250 ec,naproxen
arthrosin 500,naproxen
arthrosin 500 ec,naproxen
arthrotec 50,diclofenac sodium
arthrotec 75,diclofenac sodium
arti-cell forte,chondrogenic induced equine allogeneic peripheral blood-derived mesenchymal stem cells
articaine hydrochloride,articaine hydrochloride
articaine hydrochloride component of orabloc,articaine hydrochloride
articaine hydrochloride component of septocaine,articaine hydrochloride
artil,isoxepac
artist,carvedilol
artobend,autologous human chondrocytes in vitro expanded
artracin,indomethacin
artracin sr,indomethacin
arxxant,ruboxistaurin
arymo er,morphine sulfate
aryplase,galsulfase
arythmol,propafenone hydrochloride
arzerra,ofatumumab
arzip,mycophenolate mofetil
arzoxifene hydrochloride,arzoxifene hydrochloride
asacol,mesalamine
asacol hd,mesalamine
asalhydromorphone,asalhydromorphone
asalhydromorphone hydrochloride,asalhydromorphone hydrochloride
asbron,theophylline sodium glycinate
ascabiol,benzyl benzoate
ascalix,piperazine
asciminib,asciminib
asciminib hydrochloride,asciminib hydrochloride
asclera,polidocanol
ascor,ascorbic acid
ascorbic acid component of moviprep,ascorbic acid
