cluster_key,entity_key,suggested_canonical,sponsor_labels,aliases_sample,sources,sponsor_types,score,evidence,confidence_bucket,blocked_reason,review_bucket,applied
entity:air liquide sante international:blocked,air liquide sante international,Air Liquide,Air Liquide,air liquide|air liquide sante international,epar_mah|llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:air liquide:auto,air liquide,Air Liquide,Air Liquide,air liquide|air liquide sante international,epar_mah|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:akademiska sjukhuset:blocked,akademiska sjukhuset,Uppsala University,Uppsala University,center for research and development uppsala university/county council of gvleborg|dep of medical cell biology uppsala university|department of medical sciences akademiska sjukhuset|department of medical sciences uppsala universitet|department of pharmaceutical biosciences uppsala university|department of surgical sciences uppsala university|department of womens and childrens health uppsala university|institute for public health and caring sciences uppsala university,bulk_reviewed|llm_reviewed|location_postcode,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:aker universitetssykehus:blocked,aker universitetssykehus,Oslo University Hospital,Oslo University Hospital,aker universitetssykehus|department of neurology division of clinical neuroscience oslo university hospital|eastern norway regional health authority / ullevaal university hospital|fou nevroklinikken oslo university hospital-ulleval|oslo universitetssykehus|oslo universitetssykehus - rikshospitalet|oslo university hospital|oslo universtity hospital,llm_reviewed|location_postcode|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:alcon couvreur:blocked,alcon couvreur,Alcon,Alcon,alcon d o o|alcon hungarian ltd|alcon pharma gmbh|alcon sverige ab|s a alcon-couvreur n v,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:alcon hungarian:blocked,alcon hungarian,Alcon,Alcon,alcon d o o|alcon hungarian ltd|alcon pharma gmbh|alcon sverige ab|s a alcon-couvreur n v,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:alcon pharma:blocked,alcon pharma,Alcon,Alcon,alcon d o o|alcon hungarian ltd|alcon pharma gmbh|alcon sverige ab|s a alcon-couvreur n v,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:alcon sverige:blocked,alcon sverige,Alcon,Alcon,alcon d o o|alcon hungarian ltd|alcon pharma gmbh|alcon sverige ab|s a alcon-couvreur n v,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:alcon:auto,alcon,Alcon,"Alcon|Alcon Laboratories|Alcon Research, Ltd.",alcon d o o|alcon hungarian ltd|alcon laboratories inc|alcon pharma gmbh|alcon research limited|alcon research ltd|alcon sverige ab|s a alcon-couvreur n v,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:alcorcon:auto,alcorcon,Fundacion Hospital Alcorcon,Fundacion Hospital Alcorcon|Fundación Hospital Alcorcón,fundacin hospital alcorcn|fundacion hospital alcorcon|hospital universitario fundacion alcorcon,llm_reviewed,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:alder hey children:auto,alder hey children,Alder Hey Children's Foundation NHS Trust,Alder Hey Children's Foundation NHS Trust,alder hey childrens foundation nhs trust,llm_reviewed,hospital,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:alder hey childrens:auto,alder hey childrens,Alder Hey Children's Foundation NHS Trust,Alder Hey Childrens NHS Foundation Trust,alder hey childrens nhs foundation trust,bulk_reviewed,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:alder hey childrens:blocked,alder hey childrens,Alder Hey Children's Foundation NHS Trust,Alder Hey Children's Foundation NHS Trust,alder hey childrens foundation nhs trust,llm_reviewed,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:alector:auto,alector,Alector,Alector|Alector Inc.,alector inc|alector llc,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:alfa wassermann:auto,alfa wassermann,Alfa Wassermann S.p.A.,Alfa Wassermann S.p.A.|Alfa Wassermann SpA,alfa wassermann|alfa wassermann s p a|alfa wassermann spa,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:alkmaar:auto,alkmaar,Medical Center Alkmaar,Medical Center Alkmaar|Medisch Centrum Alkmaar,medical center alkmaar|medisch centrum alkmaar,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:allergan pharmaceuticals international:blocked,allergan pharmaceuticals international,Allergan,Allergan,allergan|allergan limited|allergan pharmaceuticals international limited|durata therapeutic international b v an allergan affiliate|tobira therapeutics a subsidiary of allergan plc|tobira therapeutics inc a subsidiary of allergan plc,epar_mah|euctr_email_domain:allergan.com|llm_reviewed|manual,industry,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:allergan:auto,allergan,Allergan,Allergan,allergan|allergan limited|allergan pharmaceuticals international limited|durata therapeutic international b v an allergan affiliate|tobira therapeutics a subsidiary of allergan plc|tobira therapeutics inc a subsidiary of allergan plc,epar_mah|euctr_email_domain:allergan.com|llm_reviewed|manual,industry,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:allergy therapeutics:auto,allergy therapeutics,Allergy Therapeutics,Allergy Therapeutics|Allergy Therapeutics UK Ltd,allergy therapeutics uk limited|allergy therapeutics uk ltd,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:allgemein viszeral und transplantationschirurgie medizinische hochschule hannover:blocked,allgemein viszeral und transplantationschirurgie medizinische hochschule hannover,Medizinische Hochschule Hannover,Medizinische Hochschule Hannover,hannover medical school competence network viral hepatitis hep-net|klinik fr allgemein- viszeral- und transplantationschirurgie medizinische hochschule hannover|medical school hannover|medical school of hannover|medizinische hochschule hannover|medizinische hochschule hannover mhh,bulk_reviewed|llm_reviewed,cooperative_group,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:allos therapeutics:auto,allos therapeutics,ALLOS Therapeutics,Allos Therapeutics|ALLOS Therapeutics,allos therapeutics inc,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:almirall prodesfarma:blocked,almirall prodesfarma,Almirall S.A.,Almirall S.A.,almirall|almirall prodesfarma|almirall prodesfarma s a|almirall s a|laboratorios almirall sa,llm_reviewed|manual,industry,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:almirall:auto,almirall,Almirall S.A.,Almirall|Almirall S.A.|Almirall S.p.A.,almirall|almirall ltd|almirall prodesfarma|almirall prodesfarma s a|almirall s a|almirall sa|almirall spa|laboratorios almirall sa,llm_reviewed|manual,industry|unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:alnylam pharmaceuticals:auto,alnylam pharmaceuticals,"Alnylam Pharmaceuticals, Inc.","Alnylam Pharmaceuticals Inc. / Alnylam Pharmaceuticals Inc. / Alnylam Pharmaceuticals Inc.|Alnylam Pharmaceuticals, Inc.",alnylam pharmaceuticals inc|alnylam pharmaceuticals inc / alnylam pharmaceuticals inc / alnylam pharmaceuticals inc,bulk_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:altana pharma:auto,altana pharma,Altana Pharma,Altana Pharma|ALTANA Pharma AG,altana inc|altana pharma|altana pharma ag|altana pharma bv|altana pharma ltd,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
